guid	_subjects_count	_unique_id	accession_number	analytical_fraction	authz	commons	commons_name	commons_url	data_availability	data_type	dbgap_accession_number	description	disease_type	doi	experiment_type	files_count	full_name	funding	image_types	primary_site	program_name	project_id	project_name	short_name	source	species	study_description	study_id	study_title	study_url	subjects_count	_tag_0	_tag_1	_tag_2	_tag_3	_tag_4	_tag_5	_tag_6	_tag_7	_tag_8
nsclc_radiogenomics	211	nsclc_radiogenomics	nsclc_radiogenomics			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Image Analyses, Genomics	NSCLC_RADIOGENOMICS		Non-small Cell Lung Cancer	10.7937/K9/TCIA.2017.7HS46ERV			NSCLC_RADIOGENOMICS		CT, PT, SEG	Chest				NSCLC_RADIOGENOMICS		Human	This collection contains images from patients with non-small cell lung cancer imaged prior to surgical excision with both thin-section CT and whole body PET/CT scans acquired under IRB approval from Stanford University and the Veterans Administration Palo Alto Health Care System.The first installment of 26 cases (see shared list &quot;NSCLC Radiogenomics: Initial Stanford Study of 26 Cases&quot;) corresponds to microarray data acquired from the excised samples, which is available on the NCBI Gene Expression Omnibus (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE28827), where DICOM patient names are identical to microarray sample names.Please see the NSCLC Radiogenomics  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		nsclc_radiogenomics			disease_type: Non-small Cell Lung Cancer	data_type: Clinical, Image Analyses, Genomics	primary_site: Chest						
nsclc_radiomics	422	nsclc_radiomics	nsclc_radiomics			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Image Analyses	NSCLC_RADIOMICS		Lung Cancer	10.7937/K9/TCIA.2015.PF0M9REI			NSCLC_RADIOMICS		CT, RTSTRUCT, SEG, SR	Lung				NSCLC_RADIOMICS		Human	This collection contains images from 422 non-small cell lung cancer (NSCLC) patients. For these patients pretreatment CT scans and clinical outcome data are available. This dataset refers to the Lung1 dataset of the study published in Nature CommunicationsPlease see the NSCLC-Radiomics  page to learn more about the images and to obtain any supporting metadata for this collection.		nsclc_radiomics			disease_type: Lung Cancer	data_type: Clinical, Image Analyses	primary_site: Lung						
nsclc_radiomics_genomics	89	nsclc_radiomics_genomics	nsclc_radiomics_genomics			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	NSCLC_RADIOMICS_GENOMICS		Lung Cancer	10.7937/K9/TCIA.2015.L4FRET6Z			NSCLC_RADIOMICS_GENOMICS		CT	Lung				NSCLC_RADIOMICS_GENOMICS		Human	This collection contains images from 89 non-small cell lung cancer (NSCLC) patients that were treated with surgery. For these patients pretreatment CT scans, gene expression, and clinical data are available. This dataset refers to the Lung3 dataset of the study published in Nature Communications.Please see the NSCLC Radiomics Genomics  page to learn more about the images and to obtain any supporting metadata for this collection. 		nsclc_radiomics_genomics			disease_type: Lung Cancer	data_type: Clinical, Genomics	primary_site: Lung						
nsclc_radiomics_interobserver1	22	nsclc_radiomics_interobserver1	nsclc_radiomics_interobserver1			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	NSCLC_RADIOMICS_INTEROBSERVER1		Non-small Cell Lung Cancer	10.7937/TCIA.2019.CWVLPD26			NSCLC_RADIOMICS_INTEROBSERVER1		CT, RTSTRUCT, SEG	Lung				NSCLC_RADIOMICS_INTEROBSERVER1		Human	NSCLC-Radiomics-Interobserver1  contains clinical data and computed tomography (CT) from 22 non-small cell lung cancer (NSCLC) radiotherapy patients.  This dataset refers to the &#34;Multiple delineation&#34; dataset of the study published in Nature Communications (https://doi.org/10.1038/ncomms5006 ). In short, the publication used a radiomics approach to computed tomography data of 1,019 patients with lung or head-and-neck cancer.Please see the NSCLC-Radiomics-Interobserver1  page to learn more about the images and to obtain any supporting metadata for this collection.		nsclc_radiomics_interobserver1			disease_type: Non-small Cell Lung Cancer	data_type: Clinical	primary_site: Lung						
pancreas_ct	80	pancreas_ct	pancreas_ct			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	PANCREAS_CT		Healthy Controls (non-cancer)	10.7937/K9/TCIA.2016.TNB1KQBU			PANCREAS_CT		CT	Pancreas				PANCREAS_CT		Human	The National Institutes of Health Clinical Center performed 82 abdominal contrast enhanced 3D CT scans (~70 seconds after intravenous contrast injection in portal-venous) from 53 male and 27 female subjects.  Seventeen of the subjects are healthy kidney donors scanned prior to nephrectomy.  The remaining 65 patients were selected by a radiologist from patients who neither had major abdominal pathologies nor pancreatic cancer lesions. A medical student manually performed slice-by-slice segmentations of the pancreas as ground-truth and these were verified/modified by an experienced radiologist.Please see the Pancreas-CT  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		pancreas_ct			disease_type: Healthy Controls (non-cancer)	data_type: Image Analyses	primary_site: Pancreas						
pdmr_292921_168_r	20	pdmr_292921_168_r	pdmr_292921_168_r			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	PDMR_292921_168_R		Adenocarcinoma Pancreas	10.7937/TCIA.2020.PCAK-8Z10			PDMR_292921_168_R		MR, SR	Abdomen				PDMR_292921_168_R		Mouse	We identified and characterized a patient derived xenograft model with metastatic potential, adenocarcinoma pancreas xenograft 292921-168-R. In this study we performed a detailed imaging characterization of this model, which develops spontaneous lung metastases. Please see the Imaging characterization of a metastatic patient derived model of adenocarcinoma pancreas: PDMR-292921-168-R  wiki page to learn more about the images and to obtain any supporting metadata for this collection. 		pdmr_292921_168_r			disease_type: Adenocarcinoma Pancreas	data_type: Clinical	primary_site: Abdomen						
pdmr_425362_245_t	20	pdmr_425362_245_t	pdmr_425362_245_t			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	PDMR_425362_245_T		Melanoma	10.7937/TCIA.2020.7YRS-7J97			PDMR_425362_245_T		MR, SR	Abdomen				PDMR_425362_245_T		Mouse	We identified and characterized a patient derived xenograft model with metastatic potential, melanoma xenograft 425362-245-T. In this study we performed a detailed imaging characterization of this model, which develops spontaneous lung metastases.Please see the PDMR-425362-245-T  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		pdmr_425362_245_t			disease_type: Melanoma	data_type: Clinical	primary_site: Abdomen						
pdmr_833975_119_r	20	pdmr_833975_119_r	pdmr_833975_119_r			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	PDMR_833975_119_R		Adenocarcinoma Pancreas	10.7937/TCIA.0ECK-C338			PDMR_833975_119_R		MR, SR	Abdomen				PDMR_833975_119_R		Mouse	PDMR-833975-119-R  is a dataset of detailed MRI, PET/CT (FDG and FLT) in patient-derived xenograft in mouse model of pancreatic adenocarcinoma from the National Cancer Institute Patient-Derived Models Repository (https://pdmr.cancer.gov/) with baseline and bi-weekly monitoring imaging.Please see the PDMR-833975-119-R  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		pdmr_833975_119_r			disease_type: Adenocarcinoma Pancreas	data_type: Clinical	primary_site: Abdomen						
pdmr_997537_175_t	24	pdmr_997537_175_t	pdmr_997537_175_t			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	PDMR_997537_175_T		Adenocarcinoma Colon	10.7937/TCIA.2020.BRY9-4N29			PDMR_997537_175_T		MR, SR	Colon				PDMR_997537_175_T		Mouse	We identified and characterized a patient derived xenograft model with metastatic potential, adenocarcinoma colon xenograft 997537-175-T. In this study we performed a detailed imaging characterization of this model, which develops spontaneous lung metastases.Please see the PDMR-997537-175-T  wiki page to learn more about the images and to obtain any supporting metadata for this collection. 		pdmr_997537_175_t			disease_type: Adenocarcinoma Colon	data_type: Clinical	primary_site: Colon						
pdmr_bl0293_f563	19	pdmr_bl0293_f563	pdmr_bl0293_f563			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	PDMR_BL0293_F563		Bladder Cancer	10.7937/TCIA.2019.B6U7WMQW			PDMR_BL0293_F563		MR	Bladder				PDMR_BL0293_F563		Mouse	We identified and characterized a patient-derived xenograft model with metastatic potential, bladder xenograft BL0293-F563. In this study we performed a detailed imaging characterization of this model, which develops spontaneous liver and bone metastases.Please see the PDMR-BL0293-F563  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		pdmr_bl0293_f563			disease_type: Bladder Cancer	data_type: Clinical	primary_site: Bladder						
pelvic_reference_data	58	pelvic_reference_data	pelvic_reference_data			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	PELVIC_REFERENCE_DATA		Prostate, Anal	10.7937/TCIA.2019.WOSKQ5OO			PELVIC_REFERENCE_DATA		CT	Pelvis, Prostate, Anus				PELVIC_REFERENCE_DATA		Human	This collection links expertly selected landmark points on clinical image pairs to provide a basis for rigid registration validation. Using combinatorial rigid registration optimization (CORRO) we provide a statistically characterized reference data set for image registration of the pelvis by estimating the optimal ground truth. Landmark points for each CT/CBCT image pair for 58 pelvic cases were identified. The mean and the standard deviation of the registration were used as the final registration for each image pair.Please see the Pelvic-Reference-Data  wiki page to learn more about the images and to obtain any supporting metadata for this collection. 		pelvic_reference_data			disease_type: Prostate, Anal	data_type: Image Analyses	primary_site: Pelvis, Prostate, Anus						
phantom_fda	7	phantom_fda	phantom_fda			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				PHANTOM_FDA		Phantom	10.7937/K9/TCIA.2015.ORBJKMUX			PHANTOM_FDA		CT	Lung Phantom				PHANTOM_FDA		Human	A series of CT sets scanned at differing slice thicknesses and exposure parameters of a chest simulating phantom containing lung nodules. It was constructed by an NCI-FDA joint effort to provide data for nodule-detecting CAD processes.Please see the Phantom FDA  page to learn more about the images and to obtain any supporting metadata for this collection.		phantom_fda			disease_type: Phantom	data_type: 	primary_site: Lung Phantom						
prostate_3t	64	prostate_3t	prostate_3t			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	PROSTATE_3T		Prostate Cancer	10.7937/K9/TCIA.2015.QJTV5IL5			PROSTATE_3T		MR	Prostate				PROSTATE_3T		Human	Prostate transversal T2 -weighted MRIs acquired on a 3.0T Siemens TrioTim using only a pelvic phased array coil. Images were acquired for prostate cancer detection. Please see the Prostate-3T   page to learn more about the images and to obtain any supporting metadata for this collection.		prostate_3t			disease_type: Prostate Cancer	data_type: Image Analyses	primary_site: Prostate						
prostate_diagnosis	92	prostate_diagnosis	prostate_diagnosis			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Image Analyses	PROSTATE_DIAGNOSIS		Prostate Cancer	10.7937/K9/TCIA.2015.FOQEUJVT			PROSTATE_DIAGNOSIS		MR	Prostate				PROSTATE_DIAGNOSIS		Human	Prostate, cancer-confirmed, MRIs obtained using endorectal and phased array surface coils at 1.5T (Philips Achieva). Pulse sequences include T1, T2 and DCE (&ldquo;BLISS&rdquo; sequence using Magnevist injected i.v.). Linked clinical information, including matched patient demographics, radiology and pathology reports in XLS format are available.Please see the Prostate-Diagnosis  page to learn more about the images and to obtain any supporting metadata for this collection.Data was provided by Boston Medical Center courtesy Dr. Nicolas Bloch. 		prostate_diagnosis			disease_type: Prostate Cancer	data_type: Clinical, Image Analyses	primary_site: Prostate						
prostate_fused_mri_pathology	28	prostate_fused_mri_pathology	prostate_fused_mri_pathology			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	PROSTATE_FUSED_MRI_PATHOLOGY		Prostate Cancer	10.7937/K9/TCIA.2016.TLPMR1AM			PROSTATE_FUSED_MRI_PATHOLOGY		MR	Prostate				PROSTATE_FUSED_MRI_PATHOLOGY		Human	This collection comprises a total of 28 3 Tesla T1-weighted, T2-weighted, Diffusion weighted and Dynamic Contrast Enhanced prostate MRI along with accompanying digitized histopathology (H&amp;Estained) images of corresponding radical prostatectomy specimens.Fused MATLAB objects are also provided combining both the MR and Pathology Images.Please see the Prostate Fused-MRI-Pathology  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		prostate_fused_mri_pathology			disease_type: Prostate Cancer	data_type: Image Analyses	primary_site: Prostate						
prostate_mri	26	prostate_mri	prostate_mri			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				PROSTATE_MRI		Prostate Cancer	10.7937/K9/TCIA.2016.6046GUDV			PROSTATE_MRI		MR	Prostate				PROSTATE_MRI		Human	This is a collection of  MRIs of the prostate obtained with an endorectal coil and phased array surface coil at 3T (Philips Achieva).  Each patient had biopsy confirmation of cancer and then underwent robotic assisted radical prostatectomy.  A mold was generated from each MRI and the prostatectomy specimen was first placed in the mold and then cut in the same plane as the MRI.  The data was generated at the National Cancer Institute, Bethesda, Maryland, USA between 2008-2010.Please see the Prostate-MRI  page to learn more about the images and to obtain any supporting metadata for this collection.		prostate_mri			disease_type: Prostate Cancer	data_type: 	primary_site: Prostate						
prostate_mri_us_biopsy	1151	prostate_mri_us_biopsy	prostate_mri_us_biopsy			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	PROSTATE_MRI_US_BIOPSY		Prostate Cancer	10.7937/TCIA.2020.A61IOC1A			PROSTATE_MRI_US_BIOPSY		M3D, MR, SEG, US	Prostate				PROSTATE_MRI_US_BIOPSY		Human	This dataset was derived from tracked biopsy sessions using the Artemis biopsy system, many of which included image fusion with MRI targets. Patients received a 3D transrectal ultrasound scan, after which nonrigid registration (e.g. &ldquo;fusion&rdquo;)  was performed between real-time ultrasound and preoperative MRI, enabling biopsy cores to be sampled from MR regions of interest. Most cases also included sampling of systematic biopsy cores using a 12-core digital template. The Artemis system tracked targeted and systematic core locations using encoder kinematics of a mechanical arm, and recorded locations relative to the Ultrasound scan. MRI biopsy coordinates were also recorded for most cases. Please see the Prostate-MRI-US-Biopsy  page to learn more about the images and to obtain any supporting metadata for this collection.		prostate_mri_us_biopsy			disease_type: Prostate Cancer	data_type: Image Analyses	primary_site: Prostate						
prostatex	346	prostatex	prostatex			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	PROSTATEX		Prostate Cancer	10.7937/K9TCIA.2017.MURS5CL			PROSTATEX		MR, SEG	Prostate				PROSTATEX		Human	"SPIE, along with the support of the American Association of Physicists in Medicine (AAPM) and the National Cancer Institute (NCI), will conduct a &#8220;Grand Challenge&#8221; on quantitative image analysis methods for the diagnostic classification of clinically significant prostate lesions.  As part of the 2017 SPIE Medical Imaging Symposium, the PROSTATEx Challenge will provide a unique opportunity for participants to compare their algorithms with those of others from academia, industry, and government in a structured, direct way using the same data sets.  For more details, go to https://www.spie.org/search?&amp;term=PROSTATEx . rel=""nofollow""&gt;http://spiechallenges.cloudapp.net/. &#10;&#10;&#9;&#10;&#9;&#9;Release date of training set cases with truth: &#160;November 21, 2016&#10;&#9;&#10;&#9;&#9;Release date of test set cases without truth: &#160;December 12, 2016&#10;&#9;&#10;&#9;&#9;Submission date for participants&#8217; test set classification output: &#160;January 15, 2017&#10;&#9;&#10;&#9;&#9;Challenge results released to participants:&#160; January 20, 2017&#10;&#9;&#10;&#9;&#9;SPIE Medical Imaging Symposium: &#160;February 13-16, 2017Please see the  PROSTATEx  page to learn more about the images and to obtain any supporting metadata for this collection."		prostatex			disease_type: Prostate Cancer	data_type: Image Analyses	primary_site: Prostate						
pseudo_phi_dicom_data	42	pseudo_phi_dicom_data	pseudo_phi_dicom_data			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				PSEUDO_PHI_DICOM_DATA		Various	10.7937/S17Z-R072			PSEUDO_PHI_DICOM_DATA		CR, CT, DX, MG, MR, PT	Various				PSEUDO_PHI_DICOM_DATA		Human	The process of image de-identification is time consuming, requires significant human resources, and is prone to human error.  Automated image de-identification algorithms have been developed but the research community requires some method of evaluation before such tools can be widely accepted.  This evaluation requires a robust dataset that can be used as part of an evaluation process for de-identification algorithms.  We developed a DICOM dataset that can be used to evaluate the performance of de-identification algorithms.  Please see the Medical Imaging De-Identification Initiative (MIDI)  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		pseudo_phi_dicom_data			disease_type: Various	data_type: 	primary_site: Various						
qiba_ct_1c	1	qiba_ct_1c	qiba_ct_1c			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				QIBA_CT_1C		Phantom	10.7937/K9/TCIA.2016.YXGR4BLU			QIBA_CT_1C		CT, PR, SEG, SR	Phantom				QIBA_CT_1C		Human	Phantom data provided by the RSNA Quantitative Imaging Biomarkers Alliance,,s 1C group.&#160;&#10;&#9;Please see the QIBA  wiki page through RSNA, and TCIA,,s QIBA CT-1C  page,&#160; to learn more about the images and to obtain any supporting metadata for this collection.		qiba_ct_1c			disease_type: Phantom	data_type: 	primary_site: Phantom						
qin_breast	68	qin_breast	qin_breast			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical	QIN_BREAST		Breast Cancer	10.7937/K9/TCIA.2016.21JUEBH0			QIN_BREAST		CT, MR, PT, SEG	Breast				QIN_BREAST		Human	This collection contains longitudinal PET/CT and quantitative MR images collected for the purpose of studying treatment assessment in breast cancer in the neoadjuvant setting. Images were acquired at three time points: prior to the start of treatment (t1), after the first cycle of treatment (t2), and either after the second cycle of treatment or at the completion of all treatments (prior to surgery) (t3). The PET/CT images were acquired with a support device built in-house to allow the patient to be in the prone position to facilitate registration with the MRI data. The value of this collection is to provide clinical imaging data for the development and evaluation of quantitative imaging methods for treatment assessment early in the course of therapy for breast cancer.  An extension of this dataset is available via the QIN-BREAST-02  collection. Please see the QIN-Breast  wiki page to learn more about the images and to obtain any supporting metadata for this collection.   		qin_breast			disease_type: Breast Cancer	data_type: Clinical	primary_site: Breast						
qin_breast_dce_mri	10	qin_breast_dce_mri	qin_breast_dce_mri			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Image Analyses	QIN_BREAST_DCE_MRI		Breast Cancer	10.7937/K9/TCIA.2014.A2N1IXOX			QIN_BREAST_DCE_MRI		KO, MR	Breast				QIN_BREAST_DCE_MRI		Human	This collection of breast dynamic contrast-enhanced (DCE) MRI data contains images from a longitudinal study to assess breast cancer response to neoadjuvant chemotherapy. Images were acquired at four time points: prior to the start of treatment (Visit 1, V1), after the first cycle of treatment (Visit 2, V2), at midpoint of treatment course (Visit 3, V3), and after completion of treatment (prior to surgery) (Visit 4, V4). The value of this collection is to provide clinical imaging data for the development and validation of quantitative imaging methods for assessment of breast cancer response to treatment.Please see the QIN Breast DCE-MRI  page to learn more about the images and to obtain any supporting metadata for this collection.		qin_breast_dce_mri			disease_type: Breast Cancer	data_type: Clinical, Image Analyses	primary_site: Breast						
qin_lung_ct	47	qin_lung_ct	qin_lung_ct			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				QIN_LUNG_CT		Non-small Cell Lung Cancer	10.7937/K9/TCIA.2015.NPGZYZBZ			QIN_LUNG_CT		CT, SEG	Lung				QIN_LUNG_CT		Human	The Computed tomography (CT) Image data was obtained on patients diagnosed with Non-Small Cell Lung Cancer (NSCLC) with mixed stage &amp; histology from the H. Lee Moffitt Cancer Center and Research Institute. Scans were obtained from patients who underwent surgical resection and had corresponding pre-surgery diagnostic CTs. Please see the QIN LUNG CT   page to learn more about the images and to obtain any supporting metadata for this collection.		qin_lung_ct			disease_type: Non-small Cell Lung Cancer	data_type: 	primary_site: Lung						
qin_prostate_repeatability	15	qin_prostate_repeatability	qin_prostate_repeatability			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	QIN_PROSTATE_REPEATABILITY		Prostate Cancer	10.7937/K9/TCIA.2018.MR1CKGND			QIN_PROSTATE_REPEATABILITY		MR, SEG, SR	Prostate				QIN_PROSTATE_REPEATABILITY		Human	This is a dataset with multiparametric prostate MRI applied in a test-retest setting, allowing to evaluate repeatability of the MRI-based measurements in the prostate. There is very limited data about the repeatability in mpMRI of the prostate, while such information is critical for establishing technical characteristics of mpMRI as imaging biomarker of prostate cancer.Please see the QIN-PROSTATE-Repeatability  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		qin_prostate_repeatability			disease_type: Prostate Cancer	data_type: Image Analyses	primary_site: Prostate						
rider_breast_mri	5	rider_breast_mri	rider_breast_mri			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				RIDER_BREAST_MRI		Breast Cancer	10.7937/K9/TCIA.2015.H1SXNUXL			RIDER_BREAST_MRI		MR	Breast				RIDER_BREAST_MRI		Human	RIDER Breast MRI   is a subsection of the broader Reference Image  Database to Evaluate  Therapy Response (RIDER) collection. RIDER is a targeted data collection for the purpose of generating an initial consensus on how to harmonize data collection and analysis for quantitative imaging methods as applied to measure the response to drug or radiation therapy. The  long term goal is to provide a resource to permit harmonized methods for data collection and analysis across different commercial imaging  platforms, as required to support multi-site clinical trials, using  imaging as a biomarker for therapy  response.More information about the RIDER Breast MRI  sub-collection page can be found in the corresponding section of the RIDER  wiki page.		rider_breast_mri			disease_type: Breast Cancer	data_type: 	primary_site: Breast						
rider_lung_ct	32	rider_lung_ct	rider_lung_ct			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Image Analyses	RIDER_LUNG_CT		Lung Cancer	10.7937/K9/TCIA.2015.U1X8A5NR			RIDER_LUNG_CT		CT, PR, RTSTRUCT, SEG, SR	Chest				RIDER_LUNG_CT		Human	RIDER Lung CT   is a subsection of the broader Reference Image   Database to  Evaluate Therapy Response (RIDER) collection.  RIDER is a   targeted  data collection for the purpose of generating an initial   consensus on  how to harmonize data collection and analysis for   quantitative imaging  methods as applied to measure the response to drug   or radiation  therapy. The long term goal is to provide a resource to   permit  harmonized methods for data collection and analysis across   different  commercial imaging platforms, as required to support   multi-site  clinical trials, using imaging as a biomarker for therapy   response.More information about the RIDER Lung CT  sub-collection page can be  found in the corresponding section of the RIDER   page.		rider_lung_ct			disease_type: Lung Cancer	data_type: Image Analyses	primary_site: Chest						
rider_lung_pet_ct	243	rider_lung_pet_ct	rider_lung_pet_ct			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons				RIDER_LUNG_PET_CT		Lung Cancer	10.7937/K9/TCIA.2015.OFIP7TVM			RIDER_LUNG_PET_CT		CT, PT, SEG	Lung				RIDER_LUNG_PET_CT		Human	RIDER Lung PET-CT  is a subsection of the broader Reference Image   Database to  Evaluate Therapy Response (RIDER) collection.  RIDER is a   targeted  data collection for the purpose of generating an initial   consensus on  how to harmonize data collection and analysis for   quantitative imaging  methods as applied to measure the response to drug   or radiation  therapy. The long term goal is to provide a resource to   permit  harmonized methods for data collection and analysis across   different  commercial imaging platforms, as required to support   multi-site  clinical trials, using imaging as a biomarker for therapy   response.More information about the RIDER Lung PET-CT  sub-collection can be  found in the corresponding section of the RIDER  wiki  page.		rider_lung_pet_ct			disease_type: Lung Cancer	data_type: 	primary_site: Lung						
soft_tissue_sarcoma	51	soft_tissue_sarcoma	soft_tissue_sarcoma			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Image Analyses, Software/Source Code	SOFT_TISSUE_SARCOMA		Soft-tissue Sarcoma	10.7937/K9/TCIA.2015.7GO2GSKS			SOFT_TISSUE_SARCOMA		CT, MR, PT, RTSTRUCT	Extremities				SOFT_TISSUE_SARCOMA		Human	In this study, a cohort of 51 patients with histologically proven soft-tissue sarcomas (STSs) of the extremities was retrospectively evaluated. During the follow-up period, 19 patients developed lung metastases. Patients with metastatic and/or recurrent STSs at presentation were excluded from the study. All patients had pre-treatment FDG-PET/CT and MRI scans.Please see the Soft Tissue Sarcoma  page to learn more about the images and to obtain any supporting metadata for this collection.		soft_tissue_sarcoma			disease_type: Soft-tissue Sarcoma	data_type: Clinical, Image Analyses, Software/Source Code	primary_site: Extremities						
spie_aapm_lung_ct_challenge	70	spie_aapm_lung_ct_challenge	spie_aapm_lung_ct_challenge			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Image Analyses	SPIE_AAPM_LUNG_CT_CHALLENGE		Lung Cancer	10.7937/K9/TCIA.2015.UZLSU3FL			SPIE_AAPM_LUNG_CT_CHALLENGE		CT	Lung				SPIE_AAPM_LUNG_CT_CHALLENGE		Human	As part of the 2015 SPIE Medical Imaging Conference, SPIE &ndash; with the support of American Association of Physicists in Medicine (AAPM) and the National Cancer Institute (NCI) &ndash; conducted a &ldquo;Grand Challenge&rdquo; on quantitative image analysis methods for the diagnostic classification of malignant and benign lung nodules. The LUNGx Challenge provided a unique opportunity for participants to compare their algorithms to those of others from academia, industry, and government in a structured, direct way using the same data sets.Please see the SPIE-AAPM Lung CT Challenge  page to learn more about the images and to obtain any supporting metadata for this collection.		spie_aapm_lung_ct_challenge			disease_type: Lung Cancer	data_type: Clinical, Image Analyses	primary_site: Lung						
tcga_blca	412	tcga_blca	tcga_blca			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_BLCA		Bladder Endothelial Carcinoma	10.7937/K9/TCIA.2016.8LNG8XDR			TCGA_BLCA		CR, CT, DX, MR, PT, SM	Bladder				TCGA_BLCA		Human	The Cancer Genome Atlas-Bladder Endothelial Carcinoma (TCGA-BLCA) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP), with the cooperation of several of the TCGA tissue-contributing institutions, has archived a large portion of the radiological images of the genetically-analyzed BLCA cases.Please see the TCGA-BLCA  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_blca			disease_type: Bladder Endothelial Carcinoma	data_type: Clinical, Genomics	primary_site: Bladder						
tcga_brca	1098	tcga_brca	tcga_brca			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_BRCA		Breast Cancer	10.7937/K9/TCIA.2016.AB2NAZRP			TCGA_BRCA		MG, MR, SM, SR	Breast				TCGA_BRCA		Human	The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this MR multi-sequence image collection of breast invasive carcinoma patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome. Please see the TCGA-BRCA  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_brca			disease_type: Breast Cancer	data_type: Clinical, Genomics, Image Analyses	primary_site: Breast						
tcga_cesc	307	tcga_cesc	tcga_cesc			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_CESC		Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma	10.7937/K9/TCIA.2016.SQ4M8YP4			TCGA_CESC		MR, SM	Cervix				TCGA_CESC		Human	The Cancer Genome Atlas-Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA-CESC) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP) with the cooperation of several of the TCGA tissue-contributing institutions are working to archive a large portion of the radiological images of the genetically-analyzed CESC cases.Please see the TCGA-CESC  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_cesc			disease_type: Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma	data_type: Clinical, Genomics	primary_site: Cervix						
